GID	GENENAME
74101	ostta04g03270
74102	ostta04g03280
74103	ostta04g03290
74104	ostta04g03300
74105	ostta04g03310
74106	ostta04g03320
74107	ostta04g03330
74108	ostta04g03340
74109	ostta04g03350
74110	ostta04g03360
74111	ostta04g03370
74112	ostta04g03380
74113	ostta04g03390
74114	ostta04g03400
74115	ostta04g03410
74116	ostta04g03420
74117	ostta04g03430
74118	ostta04g03440
74119	ostta04g03450
74120	ostta04g03455
74121	ostta04g03460
74122	ostta04g03470
74123	ostta04g03480
74124	ostta04g03490
74125	ostta04g03500
74126	ostta04g03510
74127	ostta04g03520
74128	ostta04g03530
74129	ostta04g03540
74130	ostta04g03550
74131	ostta04g03560
74132	ostta04g03570
74133	ostta04g03580
74134	ostta04g03590
74135	ostta04g03600
74136	ostta04g03610
74137	ostta04g03620
74138	ostta04g03630
74139	ostta04g03640
74140	ostta04g03650
74141	ostta04g03660
74142	ostta04g03670
74143	ostta04g03680
74144	ostta04g03690
74145	ostta04g03700
74146	ostta04g03710
74147	ostta04g03720
74148	ostta04g03730
74149	ostta04g03740
74150	ostta04g03750
74151	ostta04g03760
74152	ostta04g03770
74153	ostta04g03780
74154	ostta04g03790
74155	ostta04g03800
74156	ostta04g03810
74157	ostta04g03820
74158	ostta04g03830
74159	ostta04g03840
74160	ostta04g03850
74161	ostta04g03860
74162	ostta04g03870
74163	ostta04g03880
74164	ostta04g03890
74165	ostta04g03900
74166	ostta04g03910
74167	ostta04g03920
74168	ostta04g03930
74169	ostta04g03940
74170	ostta04g03950
74171	ostta04g03960
74172	ostta04g03970
74173	ostta04g03980
74174	ostta04g03990
74175	ostta04g04000
74176	ostta04g04010
74177	ostta04g04020
74178	ostta04g04030
74179	ostta04g04040
74180	ostta04g04050
74181	ostta04g04060
74182	ostta04g04065
74183	ostta04g04070
74184	ostta04g04080
74185	ostta04g04090
74186	ostta04g04100
74187	ostta04g04110
74188	ostta04g04120
74189	ostta04g04130
74190	ostta04g04140
74191	ostta04g04150
74192	ostta04g04160
74193	ostta04g04170
74194	ostta04g04180
74195	ostta04g04190
74196	ostta04g04200
74197	ostta04g04210
74198	ostta04g04220
74199	ostta04g04230
74200	ostta04g04240
74201	ostta04g04250
74202	ostta04g04260
74203	ostta04g04265
74204	ostta04g04270
74205	ostta04g04280
74206	ostta04g04290
74207	ostta04g04300
74208	ostta04g04310
74209	ostta04g04320
74210	ostta04g04330
74211	ostta04g04340
74212	ostta04g04350
74213	ostta04g04360
74214	ostta04g04370
74215	ostta04g04380
74216	ostta04g04390
74217	ostta04g04400
74218	ostta04g04410
74219	ostta04g04420
74220	ostta04g04430
74221	ostta04g04440
74222	ostta04g04450
74223	ostta04g04460
74224	ostta04g04470
74225	ostta04g04480
74226	ostta04g04490
74227	ostta04g04500
74228	ostta04g04510
74229	ostta04g04520
74230	ostta04g04530
74231	ostta04g04540
74232	ostta04g04550
74233	ostta04g04560
74234	ostta04g04570
74235	ostta04g04580
74236	ostta04g04590
74237	ostta04g04600
74238	ostta04g04630
74239	ostta04g04640
74240	ostta04g04650
74241	ostta04g04660
74242	ostta04g04670
74243	ostta04g04680
74244	ostta04g04690
74245	ostta04g04700
74246	ostta04g04710
74247	ostta04g04720
74248	ostta04g04730
74249	ostta04g04740
74250	ostta04g04750
74251	ostta04g04760
74252	ostta04g04770
74253	ostta04g04780
74254	ostta04g04790
74255	ostta04g04820
74256	ostta04g04830
74257	ostta04g04840
74258	ostta04g04850
74259	ostta04g04860
74260	ostta04g04870
74261	ostta04g04880
74262	ostta04g04890
74263	ostta04g04900
74264	ostta04g04910
74265	ostta04g04920
74266	ostta04g04930
74267	ostta04g04940
74268	ostta04g04950
74269	ostta04g04960
74270	ostta04g04970
74271	ostta04g04980
74272	ostta04g04990
74273	ostta04g05000
74274	ostta04g05010
74275	ostta04g05020
74276	ostta04g05030
74277	ostta04g05040
74278	ostta04g05050
74279	ostta04g05060
74280	ostta04g05070
74281	ostta04g05080
74282	ostta04g05090
74283	ostta04g05100
74284	ostta04g05110
74285	ostta04g05120
74286	ostta04g05130
74287	ostta04g05140
74288	ostta04g05150
74289	ostta04g05160
74290	ostta04g05170
74291	ostta04g05180
74292	ostta04g05190
74293	ostta04g05200
74294	ostta04g05210
74295	ostta04g05220
74296	ostta04g05230
74297	ostta04g05240
74298	ostta04g05250
74299	ostta04g05260
74300	ostta04g05270
74301	ostta04g05280
74302	ostta04g05300
74303	ostta04g05310
74304	ostta04g05320
74305	ostta04g05330
74306	ostta04g05340
74307	ostta04g05350
74308	ostta04g05360
74309	ostta04g05370
74310	ostta04g05380
74311	ostta04g05390
74312	ostta04g05400
74313	ostta04g05410
74314	ostta04g05420
74315	ostta04g05430
74316	ostta04g05440
74317	ostta04g05450
74318	ostta04g05460
74319	ostta04g05470
74320	ostta04g05480
74321	ostta04g05490
74322	ostta04g05500
74323	ostta04g05510
74324	ostta04g05530
74325	ostta04g05540
74326	ostta04g05550
74327	ostta04g05560
74328	ostta04g05570
74329	ostta04g05580
74330	ostta04g05590
74331	ostta04g05600
74332	ostta05g00010
74333	ostta05g00020
74334	ostta05g00030
74335	ostta05g00040
74336	ostta05g00050
74337	ostta05g00060
74338	ostta05g00070
74339	ostta05g00075
74340	ostta05g00080
74341	ostta05g00090
74342	ostta05g00100
74343	ostta05g00110
74344	ostta05g00120
74345	ostta05g00130
74346	ostta05g00140
74347	ostta05g00150
74348	ostta05g00160
74349	ostta05g00170
74350	ostta05g00180
74351	ostta05g00190
74352	ostta05g00200
74353	ostta05g00210
74354	ostta05g00220
74355	ostta05g00225
74356	ostta05g00230
74357	ostta05g00240
74358	ostta05g00250
74359	ostta05g00260
74360	ostta05g00270
74361	ostta05g00280
74362	ostta05g00290
74363	ostta05g00300
74364	ostta05g00310
74365	ostta05g00320
74366	ostta05g00330
74367	ostta05g00340
74368	ostta05g00350
74369	ostta05g00360
74370	ostta05g00370
74371	ostta05g00380
74372	ostta05g00390
74373	ostta05g00400
74374	ostta05g00410
74375	ostta05g00420
74376	ostta05g00430
74377	ostta05g00440
74378	ostta05g00450
74379	ostta05g00460
74380	ostta05g00470
74381	ostta05g00480
74382	ostta05g00490
74383	ostta05g00500
74384	ostta05g00510
74385	ostta05g00520
74386	ostta05g00530
74387	ostta05g00540
74388	ostta05g00550
74389	ostta05g00560
74390	ostta05g00570
74391	ostta05g00580
74392	ostta05g00590
74393	ostta05g00600
74394	ostta05g00610
74395	ostta05g00620
74396	ostta05g00630
74397	ostta05g00640
74398	ostta05g00650
74399	ostta05g00660
74400	ostta05g00670
74401	ostta05g00680
74402	ostta05g00690
74403	ostta05g00700
74404	ostta05g00710
74405	ostta05g00720
74406	ostta05g00730
74407	ostta05g00740
74408	ostta05g00750
74409	ostta05g00760
74410	ostta05g00770
74411	ostta05g00780
74412	ostta05g00790
74413	ostta05g00800
74414	ostta05g00810
74415	ostta05g00820
74416	ostta05g00830
74417	ostta05g00840
74418	ostta05g00850
74419	ostta05g00860
74420	ostta05g00870
74421	ostta05g00880
74422	ostta05g00890
74423	ostta05g00900
74424	ostta05g00910
74425	ostta05g00920
74426	ostta05g00930
74427	ostta05g00940
74428	ostta05g00950
74429	ostta05g00960
74430	ostta05g00970
74431	ostta05g00980
74432	ostta05g00990
74433	ostta05g01000
74434	ostta05g01010
74435	ostta05g01020
74436	ostta05g01030
74437	ostta05g01040
74438	ostta05g01050
74439	ostta05g01055
74440	ostta05g01060
74441	ostta05g01070
74442	ostta05g01080
74443	ostta05g01090
74444	ostta05g01100
74445	ostta05g01110
74446	ostta05g01120
74447	ostta05g01130
74448	ostta05g01140
74449	ostta05g01150
74450	ostta05g01160
74451	ostta05g01170
74452	ostta05g01180
74453	ostta05g01190
74454	ostta05g01200
74455	ostta05g01210
74456	ostta05g01220
74457	ostta05g01230
74458	ostta05g01240
74459	ostta05g01250
74460	ostta05g01260
74461	ostta05g01270
74462	ostta05g01280
74463	ostta05g01290
74464	ostta05g01300
74465	ostta05g01310
74466	ostta05g01320
74467	ostta05g01330
74468	ostta05g01340
74469	ostta05g01350
74470	ostta05g01360
74471	ostta05g01370
74472	ostta05g01380
74473	ostta05g01390
74474	ostta05g01400
74475	ostta05g01410
74476	ostta05g01420
74477	ostta05g01430
74478	ostta05g01440
74479	ostta05g01450
74480	ostta05g01460
74481	ostta05g01470
74482	ostta05g01480
74483	ostta05g01490
74484	ostta05g01495
74485	ostta05g01500
74486	ostta05g01510
74487	ostta05g01520
74488	ostta05g01530
74489	ostta05g01550
74490	ostta05g01560
74491	ostta05g01570
74492	ostta05g01580
74493	ostta05g01590
74494	ostta05g01600
74495	ostta05g01610
74496	ostta05g01620
74497	ostta05g01630
74498	ostta05g01640
74499	ostta05g01650
74500	ostta05g01660
74501	ostta05g01670
74502	ostta05g01680
74503	ostta05g01690
74504	ostta05g01700
74505	ostta05g01710
74506	ostta05g01720
74507	ostta05g01730
74508	ostta05g01740
74509	ostta05g01750
74510	ostta05g01760
74511	ostta05g01770
74512	ostta05g01780
74513	ostta05g01790
74514	ostta05g01800
74515	ostta05g01810
74516	ostta05g01820
74517	ostta05g01830
74518	ostta05g01840
74519	ostta05g01850
74520	ostta05g01860
74521	ostta05g01870
74522	ostta05g01880
74523	ostta05g01890
74524	ostta05g01900
74525	ostta05g01910
74526	ostta05g01920
74527	ostta05g01930
74528	ostta05g01940
74529	ostta05g01950
74530	ostta05g01960
74531	ostta05g01970
74532	ostta05g01980
74533	ostta05g01990
74534	ostta05g02000
74535	ostta05g02010
74536	ostta05g02020
74537	ostta05g02030
74538	ostta05g02050
74539	ostta05g02060
74540	ostta05g02070
74541	ostta05g02080
74542	ostta05g02090
74543	ostta05g02100
74544	ostta05g02110
74545	ostta05g02120
74546	ostta05g02130
74547	ostta05g02140
74548	ostta05g02150
74549	ostta05g02160
74550	ostta05g02170
74551	ostta05g02180
74552	ostta05g02190
74553	ostta05g02200
74554	ostta05g02210
74555	ostta05g02220
74556	ostta05g02230
74557	ostta05g02235
74558	ostta05g02240
74559	ostta05g02250
74560	ostta05g02260
74561	ostta05g02270
74562	ostta05g02280
74563	ostta05g02290
74564	ostta05g02300
74565	ostta05g02310
74566	ostta05g02320
74567	ostta05g02330
74568	ostta05g02340
74569	ostta05g02350
74570	ostta05g02360
74571	ostta05g02370
74572	ostta05g02380
74573	ostta05g02390
74574	ostta05g02400
74575	ostta05g02410
74576	ostta05g02418
74577	ostta05g02420
74578	ostta05g02422
74579	ostta05g02426
74580	ostta05g02430
74581	ostta05g02440
74582	ostta05g02450
74583	ostta05g02460
74584	ostta05g02470
74585	ostta05g02480
74586	ostta05g02490
74587	ostta05g02500
74588	ostta05g02510
74589	ostta05g02520
74590	ostta05g02530
74591	ostta05g02540
74592	ostta05g02550
74593	ostta05g02560
74594	ostta05g02570
74595	ostta05g02580
74596	ostta05g02590
74597	ostta05g02600
74598	ostta05g02610
74599	ostta05g02620
74600	ostta05g02630
74601	ostta05g02640
74602	ostta05g02650
74603	ostta05g02660
74604	ostta05g02665
74605	ostta05g02670
74606	ostta05g02680
74607	ostta05g02690
74608	ostta05g02700
74609	ostta05g02710
74610	ostta05g02720
74611	ostta05g02730
74612	ostta05g02740
74613	ostta05g02750
74614	ostta05g02760
74615	ostta05g02770
74616	ostta05g02780
74617	ostta05g02790
74618	ostta05g02800
74619	ostta05g02810
74620	ostta05g02820
74621	ostta05g02830
74622	ostta05g02840
74623	ostta05g02845
74624	ostta05g02850
74625	ostta05g02860
74626	ostta05g02870
74627	ostta05g02880
74628	ostta05g02890
74629	ostta05g02900
74630	ostta05g02910
74631	ostta05g02920
74632	ostta05g02930
74633	ostta05g02940
74634	ostta05g02950
74635	ostta05g02960
74636	ostta05g02970
74637	ostta05g02975
74638	ostta05g02980
74639	ostta05g02990
74640	ostta05g03000
74641	ostta05g03010
74642	ostta05g03020
74643	ostta05g03030
74644	ostta05g03040
74645	ostta05g03050
74646	ostta05g03060
74647	ostta05g03070
74648	ostta05g03080
74649	ostta05g03090
74650	ostta05g03100
74651	ostta05g03110
74652	ostta05g03120
74653	ostta05g03130
74654	ostta05g03140
74655	ostta05g03150
74656	ostta05g03160
74657	ostta05g03170
74658	ostta05g03180
74659	ostta05g03190
74660	ostta05g03200
74661	ostta05g03210
74662	ostta05g03220
74663	ostta05g03230
74664	ostta05g03240
74665	ostta05g03250
74666	ostta05g03260
74667	ostta05g03270
74668	ostta05g03280
74669	ostta05g03290
74670	ostta05g03300
74671	ostta05g03310
74672	ostta05g03320
74673	ostta05g03330
74674	ostta05g03340
74675	ostta05g03350
74676	ostta05g03360
74677	ostta05g03370
74678	ostta05g03380
74679	ostta05g03390
74680	ostta05g03400
74681	ostta05g03405
74682	ostta05g03410
74683	ostta05g03420
74684	ostta05g03430
74685	ostta05g03460
74686	ostta05g03470
74687	ostta05g03480
74688	ostta05g03490
74689	ostta05g03500
74690	ostta05g03510
74691	ostta05g03520
74692	ostta05g03530
74693	ostta05g03540
74694	ostta05g03550
74695	ostta05g03560
74696	ostta05g03570
74697	ostta05g03580
74698	ostta05g03590
74699	ostta05g03600
74700	ostta05g03610
74701	ostta05g03620
74702	ostta05g03630
74703	ostta05g03640
74704	ostta05g03650
74705	ostta05g03660
74706	ostta05g03670
74707	ostta05g03680
74708	ostta05g03690
74709	ostta05g03700
74710	ostta05g03710
74711	ostta05g03720
74712	ostta05g03730
74713	ostta05g03740
74714	ostta05g03750
74715	ostta05g03760
74716	ostta05g03770
74717	ostta05g03780
74718	ostta05g03790
74719	ostta05g03800
74720	ostta05g03810
74721	ostta05g03820
74722	ostta05g03830
74723	ostta05g03840
74724	ostta05g03850
74725	ostta05g03860
74726	ostta05g03870
74727	ostta05g03880
74728	ostta05g03890
74729	ostta05g03900
74730	ostta05g03910
74731	ostta05g03920
74732	ostta05g03930
74733	ostta05g03940
74734	ostta05g03950
74735	ostta05g03960
74736	ostta05g03970
74737	ostta05g03980
74738	ostta05g03990
74739	ostta05g04000
74740	ostta05g04010
74741	ostta05g04020
74742	ostta05g04030
74743	ostta05g04040
74744	ostta05g04050
74745	ostta05g04060
74746	ostta05g04070
74747	ostta05g04080
74748	ostta05g04090
74749	ostta05g04100
74750	ostta05g04110
74751	ostta05g04120
74752	ostta05g04130
74753	ostta05g04140
74754	ostta05g04150
74755	ostta05g04160
74756	ostta05g04170
74757	ostta05g04180
74758	ostta05g04190
74759	ostta05g04200
74760	ostta05g04210
74761	ostta05g04220
74762	ostta05g04230
74763	ostta05g04240
74764	ostta05g04250
74765	ostta05g04260
74766	ostta05g04270
74767	ostta05g04280
74768	ostta05g04290
74769	ostta05g04300
74770	ostta05g04310
74771	ostta05g04320
74772	ostta05g04330
74773	ostta05g04340
74774	ostta05g04350
74775	ostta05g04360
74776	ostta05g04365
74777	ostta05g04370
74778	ostta05g04380
74779	ostta05g04390
74780	ostta05g04400
74781	ostta05g04410
74782	ostta05g04415
74783	ostta05g04420
74784	ostta05g04430
74785	ostta05g04440
74786	ostta05g04450
74787	ostta05g04460
74788	ostta05g04470
74789	ostta05g04480
74790	ostta05g04490
74791	ostta05g04500
74792	ostta05g04510
74793	ostta05g04520
74794	ostta05g04530
74795	ostta05g04540
74796	ostta05g04550
74797	ostta05g04560
74798	ostta05g04570
74799	ostta05g04580
74800	ostta05g04590
74801	ostta05g04600
74802	ostta05g04610
74803	ostta05g04620
74804	ostta05g04630
74805	ostta05g04640
74806	ostta05g04650
74807	ostta05g04660
74808	ostta05g04670
74809	ostta05g04680
74810	ostta05g04690
74811	ostta05g04700
74812	ostta05g04710
74813	ostta05g04720
74814	ostta05g04730
74815	ostta05g04740
74816	ostta05g04750
74817	ostta05g04760
74818	ostta05g04770
74819	ostta05g04780
74820	ostta05g04790
74821	ostta05g04800
74822	ostta05g04810
74823	ostta05g04820
74824	ostta05g04830
74825	ostta05g04840
74826	ostta05g04850
74827	ostta05g04860
74828	ostta05g04870
74829	ostta05g04880
74830	ostta05g04885
74831	ostta05g04890
74832	ostta05g04900
74833	ostta05g04910
74834	ostta05g04920
74835	ostta05g04930
74836	ostta05g04940
74837	ostta05g04950
74838	ostta05g04960
74839	ostta05g04970
74840	ostta05g04980
74841	ostta05g04990
74842	ostta05g05000
74843	ostta05g05010
74844	ostta05g05020
74845	ostta06g00010
74846	ostta06g00020
74847	ostta06g00030
74848	ostta06g00040
74849	ostta06g00050
74850	ostta06g00055
74851	ostta06g00060
74852	ostta06g00070
74853	ostta06g00075
74854	ostta06g00080
74855	ostta06g00090
74856	ostta06g00100
74857	ostta06g00110
74858	ostta06g00120
74859	ostta06g00130
74860	ostta06g00135
74861	ostta06g00140
74862	ostta06g00150
74863	ostta06g00160
74864	ostta06g00170
74865	ostta06g00180
74866	ostta06g00190
74867	ostta06g00200
74868	ostta06g00210
74869	ostta06g00220
74870	ostta06g00230
74871	ostta06g00240
74872	ostta06g00250
74873	ostta06g00260
74874	ostta06g00270
74875	ostta06g00280
74876	ostta06g00290
74877	ostta06g00300
74878	ostta06g00310
74879	ostta06g00320
74880	ostta06g00330
74881	ostta06g00340
74882	ostta06g00350
74883	ostta06g00360
74884	ostta06g00370
74885	ostta06g00380
74886	ostta06g00390
74887	ostta06g00400
74888	ostta06g00410
74889	ostta06g00420
74890	ostta06g00430
74891	ostta06g00440
74892	ostta06g00450
74893	ostta06g00460
74894	ostta06g00470
74895	ostta06g00480
74896	ostta06g00490
74897	ostta06g00500
74898	ostta06g00510
74899	ostta06g00520
74900	ostta06g00530
74901	ostta06g00540
74902	ostta06g00550
74903	ostta06g00560
74904	ostta06g00570
74905	ostta06g00580
74906	ostta06g00590
74907	ostta06g00610
74908	ostta06g00620
74909	ostta06g00630
74910	ostta06g00640
74911	ostta06g00650
74912	ostta06g00660
74913	ostta06g00670
74914	ostta06g00680
74915	ostta06g00690
74916	ostta06g00700
74917	ostta06g00710
74918	ostta06g00720
74919	ostta06g00730
74920	ostta06g00740
74921	ostta06g00760
74922	ostta06g00765
74923	ostta06g00770
74924	ostta06g00780
74925	ostta06g00790
74926	ostta06g00830
74927	ostta06g00840
74928	ostta06g00850
74929	ostta06g00860
74930	ostta06g00870
74931	ostta06g00880
74932	ostta06g00890
74933	ostta06g00900
74934	ostta06g00910
74935	ostta06g00920
74936	ostta06g00930
74937	ostta06g00940
74938	ostta06g00945
74939	ostta06g00950
74940	ostta06g00960
74941	ostta06g00970
74942	ostta06g00980
74943	ostta06g00990
74944	ostta06g01000
74945	ostta06g01010
74946	ostta06g01020
74947	ostta06g01030
74948	ostta06g01040
74949	ostta06g01050
74950	ostta06g01060
74951	ostta06g01070
74952	ostta06g01080
74953	ostta06g01090
74954	ostta06g01100
74955	ostta06g01110
74956	ostta06g01120
74957	ostta06g01130
74958	ostta06g01140
74959	ostta06g01150
74960	ostta06g01170
74961	ostta06g01180
74962	ostta06g01190
74963	ostta06g01200
74964	ostta06g01210
74965	ostta06g01220
74966	ostta06g01230
74967	ostta06g01240
74968	ostta06g01250
74969	ostta06g01260
74970	ostta06g01270
74971	ostta06g01280
74972	ostta06g01290
74973	ostta06g01300
74974	ostta06g01310
74975	ostta06g01320
74976	ostta06g01330
74977	ostta06g01340
74978	ostta06g01350
74979	ostta06g01360
74980	ostta06g01370
74981	ostta06g01380
74982	ostta06g01390
74983	ostta06g01400
74984	ostta06g01410
74985	ostta06g01420
74986	ostta06g01430
74987	ostta06g01440
74988	ostta06g01450
74989	ostta06g01460
74990	ostta06g01470
74991	ostta06g01480
74992	ostta06g01490
74993	ostta06g01500
74994	ostta06g01510
74995	ostta06g01520
74996	ostta06g01530
74997	ostta06g01540
74998	ostta06g01550
74999	ostta06g01560
75000	ostta06g01570
75001	ostta06g01580
75002	ostta06g01590
75003	ostta06g01600
75004	ostta06g01610
75005	ostta06g01620
75006	ostta06g01630
75007	ostta06g01640
75008	ostta06g01650
75009	ostta06g01660
75010	ostta06g01670
75011	ostta06g01680
75012	ostta06g01690
75013	ostta06g01700
75014	ostta06g01710
75015	ostta06g01720
75016	ostta06g01730
75017	ostta06g01740
75018	ostta06g01750
75019	ostta06g01760
75020	ostta06g01770
75021	ostta06g01780
75022	ostta06g01790
75023	ostta06g01800
75024	ostta06g01810
75025	ostta06g01820
75026	ostta06g01830
75027	ostta06g01840
75028	ostta06g01850
75029	ostta06g01860
75030	ostta06g01870
75031	ostta06g01880
75032	ostta06g01890
75033	ostta06g01900
75034	ostta06g01910
75035	ostta06g01920
75036	ostta06g01930
75037	ostta06g01940
75038	ostta06g01950
75039	ostta06g01955
75040	ostta06g01960
75041	ostta06g01970
75042	ostta06g01980
75043	ostta06g01990
75044	ostta06g02000
75045	ostta06g02010
75046	ostta06g02020
75047	ostta06g02030
75048	ostta06g02040
75049	ostta06g02050
75050	ostta06g02060
75051	ostta06g02070
75052	ostta06g02080
75053	ostta06g02090
75054	ostta06g02100
75055	ostta06g02110
75056	ostta06g02120
75057	ostta06g02130
75058	ostta06g02140
75059	ostta06g02150
75060	ostta06g02160
75061	ostta06g02170
75062	ostta06g02180
75063	ostta06g02190
75064	ostta06g02200
75065	ostta06g02210
75066	ostta06g02220
75067	ostta06g02230
75068	ostta06g02240
75069	ostta06g02250
75070	ostta06g02260
75071	ostta06g02270
75072	ostta06g02280
75073	ostta06g02290
75074	ostta06g02300
75075	ostta06g02310
75076	ostta06g02320
75077	ostta06g02330
75078	ostta06g02340
75079	ostta06g02350
75080	ostta06g02360
75081	ostta06g02370
75082	ostta06g02380
75083	ostta06g02390
75084	ostta06g02400
75085	ostta06g02410
75086	ostta06g02420
75087	ostta06g02430
75088	ostta06g02440
75089	ostta06g02450
75090	ostta06g02460
75091	ostta06g02470
75092	ostta06g02480
75093	ostta06g02490
75094	ostta06g02500
75095	ostta06g02510
75096	ostta06g02520
75097	ostta06g02530
75098	ostta06g02540
75099	ostta06g02550
75100	ostta06g02560
75101	ostta06g02570
75102	ostta06g02580
75103	ostta06g02590
75104	ostta06g02600
75105	ostta06g02605
75106	ostta06g02610
75107	ostta06g02615
75108	ostta06g02620
75109	ostta06g02630
75110	ostta06g02640
75111	ostta06g02650
75112	ostta06g02660
75113	ostta06g02670
75114	ostta06g02680
75115	ostta06g02685
75116	ostta06g02690
75117	ostta06g02700
75118	ostta06g02710
75119	ostta06g02720
75120	ostta06g02730
75121	ostta06g02740
75122	ostta06g02750
75123	ostta06g02760
75124	ostta06g02770
75125	ostta06g02780
75126	ostta06g02790
75127	ostta06g02800
75128	ostta06g02810
75129	ostta06g02820
75130	ostta06g02830
75131	ostta06g02840
75132	ostta06g02850
75133	ostta06g02860
75134	ostta06g02870
75135	ostta06g02880
75136	ostta06g02890
75137	ostta06g02900
75138	ostta06g02910
75139	ostta06g02920
75140	ostta06g02930
75141	ostta06g02940
75142	ostta06g02960
75143	ostta06g02970
75144	ostta06g02980
75145	ostta06g02990
75146	ostta06g03000
75147	ostta06g03010
75148	ostta06g03020
75149	ostta06g03030
75150	ostta06g03040
75151	ostta06g03050
75152	ostta06g03060
75153	ostta06g03070
75154	ostta06g03080
75155	ostta06g03090
75156	ostta06g03100
75157	ostta06g03110
75158	ostta06g03120
75159	ostta06g03130
75160	ostta06g03140
75161	ostta06g03150
75162	ostta06g03160
75163	ostta06g03170
75164	ostta06g03180
75165	ostta06g03190
75166	ostta06g03200
75167	ostta06g03210
75168	ostta06g03220
75169	ostta06g03230
75170	ostta06g03240
75171	ostta06g03250
75172	ostta06g03260
75173	ostta06g03270
75174	ostta06g03280
75175	ostta06g03290
75176	ostta06g03300
75177	ostta06g03310
75178	ostta06g03320
75179	ostta06g03325
75180	ostta06g03332
75181	ostta06g03340
75182	ostta06g03350
75183	ostta06g03360
75184	ostta06g03370
75185	ostta06g03380
75186	ostta06g03390
75187	ostta06g03400
75188	ostta06g03410
75189	ostta06g03420
75190	ostta06g03425
75191	ostta06g03430
75192	ostta06g03440
75193	ostta06g03450
75194	ostta06g03460
75195	ostta06g03465
75196	ostta06g03470
75197	ostta06g03480
75198	ostta06g03490
75199	ostta06g03500
75200	ostta06g03510
75201	ostta06g03520
75202	ostta06g03530
75203	ostta06g03540
75204	ostta06g03550
75205	ostta06g03560
75206	ostta06g03570
75207	ostta06g03580
75208	ostta06g03590
75209	ostta06g03620
75210	ostta06g03630
75211	ostta06g03640
75212	ostta06g03650
75213	ostta06g03660
75214	ostta06g03670
75215	ostta06g03680
75216	ostta06g03690
75217	ostta06g03700
75218	ostta06g03710
75219	ostta06g03720
75220	ostta06g03730
75221	ostta06g03740
75222	ostta06g03750
75223	ostta06g03760
75224	ostta06g03770
75225	ostta06g03780
75226	ostta06g03790
75227	ostta06g03800
75228	ostta06g03810
75229	ostta06g03820
75230	ostta06g03830
75231	ostta06g03840
75232	ostta06g03850
75233	ostta06g03860
75234	ostta06g03870
75235	ostta06g03880
75236	ostta06g03890
75237	ostta06g03900
75238	ostta06g03910
75239	ostta06g03920
75240	ostta06g03930
75241	ostta06g03940
75242	ostta06g03950
75243	ostta06g03960
75244	ostta06g03970
75245	ostta06g03980
75246	ostta06g03990
75247	ostta06g04000
75248	ostta06g04010
75249	ostta06g04020
75250	ostta06g04030
75251	ostta06g04040
75252	ostta06g04050
75253	ostta06g04060
75254	ostta06g04070
75255	ostta06g04080
75256	ostta06g04090
75257	ostta06g04100
75258	ostta06g04110
75259	ostta06g04120
75260	ostta06g04130
75261	ostta06g04140
75262	ostta06g04150
75263	ostta06g04160
75264	ostta06g04170
75265	ostta06g04180
75266	ostta06g04190
75267	ostta06g04200
75268	ostta06g04210
75269	ostta06g04220
75270	ostta06g04230
75271	ostta06g04240
75272	ostta06g04250
75273	ostta06g04260
75274	ostta06g04270
75275	ostta06g04280
75276	ostta06g04290
75277	ostta06g04300
75278	ostta06g04310
75279	ostta06g04320
75280	ostta06g04330
75281	ostta06g04340
75282	ostta06g04345
75283	ostta06g04347
75284	ostta06g04350
75285	ostta06g04360
75286	ostta06g04370
75287	ostta06g04380
75288	ostta06g04390
75289	ostta06g04400
75290	ostta06g04420
75291	ostta06g04430
75292	ostta06g04440
75293	ostta06g04450
75294	ostta06g04460
75295	ostta06g04470
75296	ostta06g04480
75297	ostta06g04490
75298	ostta06g04500
75299	ostta06g04510
75300	ostta06g04520
75301	ostta06g04530
75302	ostta06g04540
75303	ostta06g04550
75304	ostta06g04560
75305	ostta06g04570
75306	ostta06g04580
75307	ostta06g04590
75308	ostta06g04600
75309	ostta06g04610
75310	ostta06g04620
75311	ostta06g04630
75312	ostta07g00010
75313	ostta07g00015
75314	ostta07g00020
75315	ostta07g00030
75316	ostta07g00040
75317	ostta07g00050
75318	ostta07g00060
75319	ostta07g00070
75320	ostta07g00080
75321	ostta07g00090
75322	ostta07g00100
75323	ostta07g00110
75324	ostta07g00120
75325	ostta07g00130
75326	ostta07g00140
75327	ostta07g00150
75328	ostta07g00160
75329	ostta07g00170
75330	ostta07g00190
75331	ostta07g00200
75332	ostta07g00210
75333	ostta07g00220
75334	ostta07g00230
75335	ostta07g00240
75336	ostta07g00250
75337	ostta07g00260
75338	ostta07g00270
75339	ostta07g00280
75340	ostta07g00290
75341	ostta07g00320
75342	ostta07g00330
75343	ostta07g00335
75344	ostta07g00340
75345	ostta07g00350
75346	ostta07g00360
75347	ostta07g00370
75348	ostta07g00380
75349	ostta07g00385
75350	ostta07g00390
75351	ostta07g00400
75352	ostta07g00410
75353	ostta07g00420
75354	ostta07g00430
75355	ostta07g00440
75356	ostta07g00450
75357	ostta07g00470
75358	ostta07g00480
75359	ostta07g00490
75360	ostta07g00500
75361	ostta07g00510
75362	ostta07g00520
75363	ostta07g00530
75364	ostta07g00540
75365	ostta07g00550
75366	ostta07g00560
75367	ostta07g00570
75368	ostta07g00580
75369	ostta07g00590
75370	ostta07g00600
75371	ostta07g00610
